STATION,NAME,DATE,PRCP,TMAX,TMIN
UK000056225,"OXFORD, UK",27/12/2014,0.01,41,29
UK000056225,"OXFORD, UK",28/12/2014,0,41,27
UK000056225,"OXFORD, UK",29/12/2014,0,41,26
UK000056225,"OXFORD, UK",30/12/2014,0.01,50,30
UK000056225,"OXFORD, UK",31/12/2014,0.01,56,26
UK000056225,"OXFORD, UK",01/01/2015,0.04,49,37
UK000056225,"OXFORD, UK",02/01/2015,0.42,41,43
UK000056225,"OXFORD, UK",03/01/2015,0.15,45,37
UK000056225,"OXFORD, UK",04/01/2015,0.01,50,29
UK000056225,"OXFORD, UK",05/01/2015,0.01,49,31
UK000056225,"OXFORD, UK",06/01/2015,0.06,53,44
UK000056225,"OXFORD, UK",07/01/2015,0.28,52,35
UK000056225,"OXFORD, UK",08/01/2015,0.06,57,39
UK000056225,"OXFORD, UK",09/01/2015,0,55,42
UK000056225,"OXFORD, UK",10/01/2015,0.08,50,49
UK000056225,"OXFORD, UK",11/01/2015,0.01,53,36
UK000056225,"OXFORD, UK",12/01/2015,0.28,46,38
UK000056225,"OXFORD, UK",13/01/2015,0.07,52,42
UK000056225,"OXFORD, UK",14/01/2015,0.31,48,34
UK000056225,"OXFORD, UK",15/01/2015,0.04,45,35
UK000056225,"OXFORD, UK",16/01/2015,0.02,43,36
UK000056225,"OXFORD, UK",17/01/2015,0.04,39,30
UK000056225,"OXFORD, UK",18/01/2015,0,40,35
UK000056225,"OXFORD, UK",19/01/2015,0,39,30
UK000056225,"OXFORD, UK",20/01/2015,0.06,40,25
UK000056225,"OXFORD, UK",21/01/2015,0,39,29
UK000056225,"OXFORD, UK",22/01/2015,0,47,30
UK000056225,"OXFORD, UK",23/01/2015,0.04,45,24
UK000056225,"OXFORD, UK",24/01/2015,0,49,28
UK000056225,"OXFORD, UK",25/01/2015,0,50,33
UK000056225,"OXFORD, UK",26/01/2015,0.02,50,37
UK000056225,"OXFORD, UK",27/01/2015,0,50,34
UK000056225,"OXFORD, UK",28/01/2015,0.09,44,40
UK000056225,"OXFORD, UK",29/01/2015,0,44,35
UK000056225,"OXFORD, UK",30/01/2015,0.08,42,33
UK000056225,"OXFORD, UK",31/01/2015,0.04,40,32
UK000056225,"OXFORD, UK",01/02/2015,0,37,36
UK000056225,"OXFORD, UK",02/02/2015,0.05,38,26
UK000056225,"OXFORD, UK",03/02/2015,0,41,29
UK000056225,"OXFORD, UK",04/02/2015,0,39,29
UK000056225,"OXFORD, UK",05/02/2015,0,40,33
UK000056225,"OXFORD, UK",06/02/2015,0,41,28
UK000056225,"OXFORD, UK",07/02/2015,0.01,47,29
UK000056225,"OXFORD, UK",08/02/2015,0,48,30
UK000056225,"OXFORD, UK",09/02/2015,0,42,33
UK000056225,"OXFORD, UK",10/02/2015,0,42,31
UK000056225,"OXFORD, UK",11/02/2015,0,46,36
UK000056225,"OXFORD, UK",12/02/2015,0,48,37
UK000056225,"OXFORD, UK",13/02/2015,0.34,46,36
UK000056225,"OXFORD, UK",14/02/2015,0.01,45,33
UK000056225,"OXFORD, UK",15/02/2015,0,45,35
UK000056225,"OXFORD, UK",16/02/2015,0.46,48,36
UK000056225,"OXFORD, UK",17/02/2015,0,51,32
UK000056225,"OXFORD, UK",18/02/2015,0,47,33
UK000056225,"OXFORD, UK",19/02/2015,0.31,45,39
UK000056225,"OXFORD, UK",20/02/2015,0.04,46,37
UK000056225,"OXFORD, UK",21/02/2015,0.01,50,34
UK000056225,"OXFORD, UK",22/02/2015,0.27,44,30
UK000056225,"OXFORD, UK",23/02/2015,0.06,50,34
UK000056225,"OXFORD, UK",24/02/2015,0.05,56,36
UK000056225,"OXFORD, UK",25/02/2015,0,54,39
UK000056225,"OXFORD, UK",26/02/2015,0.17,49,44
UK000056225,"OXFORD, UK",27/02/2015,0,52,31
UK000056225,"OXFORD, UK",28/02/2015,0.05,52,38
UK000056225,"OXFORD, UK",01/03/2015,0.06,48,42
UK000056225,"OXFORD, UK",02/03/2015,0.01,48,36
UK000056225,"OXFORD, UK",03/03/2015,0.01,51,36
UK000056225,"OXFORD, UK",04/03/2015,0,52,34
UK000056225,"OXFORD, UK",05/03/2015,0,56,32
UK000056225,"OXFORD, UK",06/03/2015,0,60,38
UK000056225,"OXFORD, UK",07/03/2015,0,55,43
UK000056225,"OXFORD, UK",08/03/2015,0,51,41
UK000056225,"OXFORD, UK",09/03/2015,0,54,33
UK000056225,"OXFORD, UK",10/03/2015,0,57,37
UK000056225,"OXFORD, UK",11/03/2015,0,56,38
UK000056225,"OXFORD, UK",12/03/2015,0.1,54,42
UK000056225,"OXFORD, UK",13/03/2015,0,46,42
UK000056225,"OXFORD, UK",14/03/2015,0,44,36
UK000056225,"OXFORD, UK",15/03/2015,0.06,47,39
UK000056225,"OXFORD, UK",16/03/2015,0.16,52,39
UK000056225,"OXFORD, UK",17/03/2015,0,52,38
UK000056225,"OXFORD, UK",18/03/2015,0,45,33
UK000056225,"OXFORD, UK",19/03/2015,0,57,35
UK000056225,"OXFORD, UK",20/03/2015,0,49,39
UK000056225,"OXFORD, UK",21/03/2015,0,51,38
UK000056225,"OXFORD, UK",22/03/2015,0,52,39
UK000056225,"OXFORD, UK",23/03/2015,0.11,52,34
UK000056225,"OXFORD, UK",24/03/2015,0,49,35
UK000056225,"OXFORD, UK",25/03/2015,0.23,56,30
UK000056225,"OXFORD, UK",26/03/2015,0.04,56,38
UK000056225,"OXFORD, UK",27/03/2015,0,59,35
UK000056225,"OXFORD, UK",28/03/2015,0.1,56,42
UK000056225,"OXFORD, UK",29/03/2015,0.06,53,47
UK000056225,"OXFORD, UK",30/03/2015,0.07,54,41
UK000056225,"OXFORD, UK",31/03/2015,0,53,45
UK000056225,"OXFORD, UK",01/04/2015,0.09,53,37
UK000056225,"OXFORD, UK",02/04/2015,0.06,55,41
UK000056225,"OXFORD, UK",03/04/2015,0.17,50,44
UK000056225,"OXFORD, UK",04/04/2015,0,56,43
UK000056225,"OXFORD, UK",05/04/2015,0,65,44
UK000056225,"OXFORD, UK",06/04/2015,0,64,36
UK000056225,"OXFORD, UK",07/04/2015,0,65,35
UK000056225,"OXFORD, UK",08/04/2015,0,63,40
UK000056225,"OXFORD, UK",09/04/2015,0,69,40
UK000056225,"OXFORD, UK",10/04/2015,0.01,56,41
UK000056225,"OXFORD, UK",11/04/2015,0,62,46
UK000056225,"OXFORD, UK",12/04/2015,0,63,39
UK000056225,"OXFORD, UK",13/04/2015,0,69,40
UK000056225,"OXFORD, UK",14/04/2015,0,72,43
UK000056225,"OXFORD, UK",15/04/2015,0,65,42
UK000056225,"OXFORD, UK",16/04/2015,0.03,58,44
UK000056225,"OXFORD, UK",17/04/2015,0,60,42
UK000056225,"OXFORD, UK",18/04/2015,0,53,38
UK000056225,"OXFORD, UK",19/04/2015,0,64,36
UK000056225,"OXFORD, UK",20/04/2015,0,65,33
UK000056225,"OXFORD, UK",21/04/2015,0,62,37
UK000056225,"OXFORD, UK",22/04/2015,0,63,37
UK000056225,"OXFORD, UK",23/04/2015,0,62,40
UK000056225,"OXFORD, UK",24/04/2015,0,65,44
UK000056225,"OXFORD, UK",25/04/2015,0.4,56,52
UK000056225,"OXFORD, UK",26/04/2015,0,55,43
UK000056225,"OXFORD, UK",27/04/2015,0,56,32
UK000056225,"OXFORD, UK",28/04/2015,0.13,59,35
UK000056225,"OXFORD, UK",29/04/2015,0.01,57,42
UK000056225,"OXFORD, UK",30/04/2015,0,55,40
UK000056225,"OXFORD, UK",01/05/2015,0,59,37
UK000056225,"OXFORD, UK",02/05/2015,0.26,66,40
UK000056225,"OXFORD, UK",03/05/2015,0.31,63,47
UK000056225,"OXFORD, UK",04/05/2015,0.41,60,47
UK000056225,"OXFORD, UK",05/05/2015,0.01,58,52
UK000056225,"OXFORD, UK",06/05/2015,0.08,62,47
UK000056225,"OXFORD, UK",07/05/2015,0,61,45
UK000056225,"OXFORD, UK",08/05/2015,0.04,62,44
UK000056225,"OXFORD, UK",09/05/2015,0,64,49
UK000056225,"OXFORD, UK",10/05/2015,0,69,45
UK000056225,"OXFORD, UK",11/05/2015,0.02,62,50
UK000056225,"OXFORD, UK",12/05/2015,0,66,47
UK000056225,"OXFORD, UK",13/05/2015,0,53,41
UK000056225,"OXFORD, UK",14/05/2015,0.41,59,46
UK000056225,"OXFORD, UK",15/05/2015,0.01,68,43
UK000056225,"OXFORD, UK",16/05/2015,0,62,50
UK000056225,"OXFORD, UK",17/05/2015,0.14,59,43
UK000056225,"OXFORD, UK",18/05/2015,0.07,59,47
UK000056225,"OXFORD, UK",19/05/2015,0.08,60,42
UK000056225,"OXFORD, UK",20/05/2015,0,67,38
UK000056225,"OXFORD, UK",21/05/2015,0,69,42
UK000056225,"OXFORD, UK",22/05/2015,0,64,46
UK000056225,"OXFORD, UK",23/05/2015,0,66,52
UK000056225,"OXFORD, UK",24/05/2015,0.01,61,52
UK000056225,"OXFORD, UK",25/05/2015,0,64,45
UK000056225,"OXFORD, UK",26/05/2015,0,66,47
UK000056225,"OXFORD, UK",27/05/2015,0,63,42
UK000056225,"OXFORD, UK",28/05/2015,0.01,59,51
UK000056225,"OXFORD, UK",29/05/2015,0.15,63,47
UK000056225,"OXFORD, UK",30/05/2015,0.15,62,44
UK000056225,"OXFORD, UK",31/05/2015,0.04,60,51
UK000056225,"OXFORD, UK",01/06/2015,0.16,64,44
UK000056225,"OXFORD, UK",02/06/2015,0.15,67,50
UK000056225,"OXFORD, UK",03/06/2015,0,72,50
UK000056225,"OXFORD, UK",04/06/2015,0.02,75,44
UK000056225,"OXFORD, UK",05/06/2015,0,65,57
UK000056225,"OXFORD, UK",06/06/2015,0,67,46
UK000056225,"OXFORD, UK",07/06/2015,0,65,44
UK000056225,"OXFORD, UK",08/06/2015,0,59,44
UK000056225,"OXFORD, UK",09/06/2015,0,65,41
UK000056225,"OXFORD, UK",10/06/2015,0,75,42
UK000056225,"OXFORD, UK",11/06/2015,0,72,44
UK000056225,"OXFORD, UK",12/06/2015,0.07,62,51
UK000056225,"OXFORD, UK",13/06/2015,0.2,64,58
UK000056225,"OXFORD, UK",14/06/2015,0,69,51
UK000056225,"OXFORD, UK",15/06/2015,0,74,45
UK000056225,"OXFORD, UK",16/06/2015,0,74,53
UK000056225,"OXFORD, UK",17/06/2015,0,70,52
UK000056225,"OXFORD, UK",18/06/2015,0,72,54
UK000056225,"OXFORD, UK",19/06/2015,0.04,70,49
UK000056225,"OXFORD, UK",20/06/2015,0.31,68,54
UK000056225,"OXFORD, UK",21/06/2015,0.02,65,57
UK000056225,"OXFORD, UK",22/06/2015,0,71,51
UK000056225,"OXFORD, UK",23/06/2015,0,74,49
UK000056225,"OXFORD, UK",24/06/2015,0,76,54
UK000056225,"OXFORD, UK",25/06/2015,0,75,53
UK000056225,"OXFORD, UK",26/06/2015,0.12,75,55
UK000056225,"OXFORD, UK",27/06/2015,0.02,70,51
UK000056225,"OXFORD, UK",28/06/2015,0.04,78,58
UK000056225,"OXFORD, UK",29/06/2015,0,85,54
UK000056225,"OXFORD, UK",30/06/2015,0,92,57
UK000056225,"OXFORD, UK",01/07/2015,0,75,62
UK000056225,"OXFORD, UK",02/07/2015,0,80,60
UK000056225,"OXFORD, UK",03/07/2015,0,80,50
UK000056225,"OXFORD, UK",04/07/2015,0,73,61
UK000056225,"OXFORD, UK",05/07/2015,0,71,54
UK000056225,"OXFORD, UK",06/07/2015,0.01,73,50
UK000056225,"OXFORD, UK",07/07/2015,0,69,59
UK000056225,"OXFORD, UK",08/07/2015,0,73,56
UK000056225,"OXFORD, UK",09/07/2015,0,79,51
UK000056225,"OXFORD, UK",10/07/2015,0,76,54
UK000056225,"OXFORD, UK",11/07/2015,0.04,75,56
UK000056225,"OXFORD, UK",12/07/2015,0.05,68,58
UK000056225,"OXFORD, UK",13/07/2015,0.06,72,60
UK000056225,"OXFORD, UK",14/07/2015,0.04,70,60
UK000056225,"OXFORD, UK",15/07/2015,0,75,56
UK000056225,"OXFORD, UK",16/07/2015,0,73,53
UK000056225,"OXFORD, UK",17/07/2015,0,73,59
UK000056225,"OXFORD, UK",18/07/2015,0.05,75,54
UK000056225,"OXFORD, UK",19/07/2015,0,76,55
UK000056225,"OXFORD, UK",20/07/2015,0,77,53
UK000056225,"OXFORD, UK",21/07/2015,0,71,55
UK000056225,"OXFORD, UK",22/07/2015,0,71,59
UK000056225,"OXFORD, UK",23/07/2015,0.02,61,50
UK000056225,"OXFORD, UK",24/07/2015,1.26,70,54
UK000056225,"OXFORD, UK",25/07/2015,0.11,65,50
UK000056225,"OXFORD, UK",26/07/2015,0.24,66,53
UK000056225,"OXFORD, UK",27/07/2015,0,65,54
UK000056225,"OXFORD, UK",28/07/2015,0,67,54
UK000056225,"OXFORD, UK",29/07/2015,0,68,49
UK000056225,"OXFORD, UK",30/07/2015,0,72,49
UK000056225,"OXFORD, UK",31/07/2015,0,70,42
UK000056225,"OXFORD, UK",01/08/2015,0,78,49
UK000056225,"OXFORD, UK",02/08/2015,0,73,53
UK000056225,"OXFORD, UK",03/08/2015,0,69,59
UK000056225,"OXFORD, UK",04/08/2015,0,69,54
UK000056225,"OXFORD, UK",05/08/2015,0.02,77,58
UK000056225,"OXFORD, UK",06/08/2015,0,75,58
UK000056225,"OXFORD, UK",07/08/2015,0,80,48
UK000056225,"OXFORD, UK",08/08/2015,0,77,53
UK000056225,"OXFORD, UK",09/08/2015,0,71,53
UK000056225,"OXFORD, UK",10/08/2015,0.11,67,63
UK000056225,"OXFORD, UK",11/08/2015,0,73,51
UK000056225,"OXFORD, UK",12/08/2015,0,67,55
UK000056225,"OXFORD, UK",13/08/2015,0.7,63,58
UK000056225,"OXFORD, UK",14/08/2015,0.11,67,60
UK000056225,"OXFORD, UK",15/08/2015,0,70,54
UK000056225,"OXFORD, UK",16/08/2015,0,70,50
UK000056225,"OXFORD, UK",17/08/2015,0,67,51
UK000056225,"OXFORD, UK",18/08/2015,0,67,53
UK000056225,"OXFORD, UK",19/08/2015,0.15,73,55
UK000056225,"OXFORD, UK",20/08/2015,0,76,58
UK000056225,"OXFORD, UK",21/08/2015,0,85,63
UK000056225,"OXFORD, UK",22/08/2015,0,69,60
UK000056225,"OXFORD, UK",23/08/2015,0.16,61,62
UK000056225,"OXFORD, UK",24/08/2015,0.34,66,53
UK000056225,"OXFORD, UK",25/08/2015,0.28,70,50
UK000056225,"OXFORD, UK",26/08/2015,0.07,67,58
UK000056225,"OXFORD, UK",27/08/2015,0,70,55
UK000056225,"OXFORD, UK",28/08/2015,0,71,50
UK000056225,"OXFORD, UK",29/08/2015,0.01,63,56
UK000056225,"OXFORD, UK",30/08/2015,0.19,59,58
UK000056225,"OXFORD, UK",31/08/2015,0.1,66,56
UK000056225,"OXFORD, UK",01/09/2015,0.13,62,54
UK000056225,"OXFORD, UK",02/09/2015,0.01,62,47
UK000056225,"OXFORD, UK",03/09/2015,0.01,63,48
UK000056225,"OXFORD, UK",04/09/2015,0,60,51
UK000056225,"OXFORD, UK",05/09/2015,0,67,48
UK000056225,"OXFORD, UK",06/09/2015,0,68,41
UK000056225,"OXFORD, UK",07/09/2015,0,62,44
UK000056225,"OXFORD, UK",08/09/2015,0,67,46
UK000056225,"OXFORD, UK",09/09/2015,0,71,52
UK000056225,"OXFORD, UK",10/09/2015,0,71,47
UK000056225,"OXFORD, UK",11/09/2015,0.01,70,46
UK000056225,"OXFORD, UK",12/09/2015,0,64,59
UK000056225,"OXFORD, UK",13/09/2015,0.14,67,52
UK000056225,"OXFORD, UK",14/09/2015,0.02,68,51
UK000056225,"OXFORD, UK",15/09/2015,0.02,62,50
UK000056225,"OXFORD, UK",16/09/2015,0.48,65,50
UK000056225,"OXFORD, UK",17/09/2015,0.01,68,46
UK000056225,"OXFORD, UK",18/09/2015,0,66,53
UK000056225,"OXFORD, UK",19/09/2015,0,65,45
UK000056225,"OXFORD, UK",20/09/2015,0.01,62,47
UK000056225,"OXFORD, UK",21/09/2015,0.39,59,51
UK000056225,"OXFORD, UK",22/09/2015,0.18,64,49
UK000056225,"OXFORD, UK",23/09/2015,0.04,63,45
UK000056225,"OXFORD, UK",24/09/2015,0,65,54
UK000056225,"OXFORD, UK",25/09/2015,0,63,46
UK000056225,"OXFORD, UK",26/09/2015,0,66,40
UK000056225,"OXFORD, UK",27/09/2015,0,66,40
UK000056225,"OXFORD, UK",28/09/2015,0,66,42
UK000056225,"OXFORD, UK",29/09/2015,0,65,46
UK000056225,"OXFORD, UK",30/09/2015,0,65,47
UK000056225,"OXFORD, UK",01/10/2015,0,64,47
UK000056225,"OXFORD, UK",02/10/2015,0,63,45
UK000056225,"OXFORD, UK",03/10/2015,0,63,45
UK000056225,"OXFORD, UK",04/10/2015,0.05,65,41
UK000056225,"OXFORD, UK",05/10/2015,0.51,65,51
UK000056225,"OXFORD, UK",06/10/2015,0.48,58,57
UK000056225,"OXFORD, UK",07/10/2015,0,64,55
UK000056225,"OXFORD, UK",08/10/2015,0,61,42
UK000056225,"OXFORD, UK",09/10/2015,0,58,38
UK000056225,"OXFORD, UK",10/10/2015,0,58,42
UK000056225,"OXFORD, UK",11/10/2015,0,57,48
UK000056225,"OXFORD, UK",12/10/2015,0,56,39
UK000056225,"OXFORD, UK",13/10/2015,0,56,42
UK000056225,"OXFORD, UK",14/10/2015,0,53,39
UK000056225,"OXFORD, UK",15/10/2015,0,55,45
UK000056225,"OXFORD, UK",16/10/2015,0,55,45
UK000056225,"OXFORD, UK",17/10/2015,0,56,49
UK000056225,"OXFORD, UK",18/10/2015,0.01,55,50
UK000056225,"OXFORD, UK",19/10/2015,0,60,49
UK000056225,"OXFORD, UK",20/10/2015,0.32,62,42
UK000056225,"OXFORD, UK",21/10/2015,0.01,59,47
UK000056225,"OXFORD, UK",22/10/2015,0,56,52
UK000056225,"OXFORD, UK",23/10/2015,0.01,54,45
UK000056225,"OXFORD, UK",24/10/2015,0.13,54,49
UK000056225,"OXFORD, UK",25/10/2015,0.01,59,37
UK000056225,"OXFORD, UK",26/10/2015,0,63,37
UK000056225,"OXFORD, UK",27/10/2015,0.09,61,52
UK000056225,"OXFORD, UK",28/10/2015,0,59,50
UK000056225,"OXFORD, UK",29/10/2015,0.15,62,50
UK000056225,"OXFORD, UK",30/10/2015,0,60,52
UK000056225,"OXFORD, UK",31/10/2015,0,62,49
UK000056225,"OXFORD, UK",01/11/2015,0,54,42
UK000056225,"OXFORD, UK",02/11/2015,0,56,44
UK000056225,"OXFORD, UK",03/11/2015,0.15,58,44
UK000056225,"OXFORD, UK",04/11/2015,0.12,60,50
UK000056225,"OXFORD, UK",05/11/2015,0.18,63,53
UK000056225,"OXFORD, UK",06/11/2015,0.15,63,56
UK000056225,"OXFORD, UK",07/11/2015,0.22,61,54
UK000056225,"OXFORD, UK",08/11/2015,0.02,61,48
UK000056225,"OXFORD, UK",09/11/2015,0,62,48
UK000056225,"OXFORD, UK",10/11/2015,0,59,53
UK000056225,"OXFORD, UK",11/11/2015,0,60,56
UK000056225,"OXFORD, UK",12/11/2015,0.11,51,47
UK000056225,"OXFORD, UK",13/11/2015,0.17,59,46
UK000056225,"OXFORD, UK",14/11/2015,0.19,61,43
UK000056225,"OXFORD, UK",15/11/2015,0.01,56,47
UK000056225,"OXFORD, UK",16/11/2015,0.21,61,51
UK000056225,"OXFORD, UK",17/11/2015,0.09,60,51
UK000056225,"OXFORD, UK",18/11/2015,0,53,49
UK000056225,"OXFORD, UK",19/11/2015,0.2,49,50
UK000056225,"OXFORD, UK",20/11/2015,0.1,41,44
UK000056225,"OXFORD, UK",21/11/2015,0,42,35
UK000056225,"OXFORD, UK",22/11/2015,0,49,30
UK000056225,"OXFORD, UK",23/11/2015,0.27,48,29
UK000056225,"OXFORD, UK",24/11/2015,0.01,51,32
UK000056225,"OXFORD, UK",25/11/2015,0.02,52,42
UK000056225,"OXFORD, UK",26/11/2015,0.03,54,46
UK000056225,"OXFORD, UK",27/11/2015,0.09,52,47
UK000056225,"OXFORD, UK",28/11/2015,0.08,55,36
UK000056225,"OXFORD, UK",29/11/2015,0.06,55,40
UK000056225,"OXFORD, UK",30/11/2015,0.1,57,44
UK000056225,"OXFORD, UK",01/12/2015,0,57,46
UK000056225,"OXFORD, UK",02/12/2015,0.04,56,51
UK000056225,"OXFORD, UK",03/12/2015,0.14,53,52
UK000056225,"OXFORD, UK",04/12/2015,0,57,42
UK000056225,"OXFORD, UK",05/12/2015,0,57,47
UK000056225,"OXFORD, UK",06/12/2015,0.02,58,52
UK000056225,"OXFORD, UK",07/12/2015,0.01,56,54
UK000056225,"OXFORD, UK",08/12/2015,0,53,51
UK000056225,"OXFORD, UK",09/12/2015,0,54,39
UK000056225,"OXFORD, UK",10/12/2015,0.06,49,39
UK000056225,"OXFORD, UK",11/12/2015,0.11,55,45
UK000056225,"OXFORD, UK",12/12/2015,0.37,49,38
UK000056225,"OXFORD, UK",13/12/2015,0.03,51,41
UK000056225,"OXFORD, UK",14/12/2015,0.03,56,42
UK000056225,"OXFORD, UK",15/12/2015,0.29,58,44
UK000056225,"OXFORD, UK",16/12/2015,0,59,51
UK000056225,"OXFORD, UK",17/12/2015,0.02,61,54
UK000056225,"OXFORD, UK",18/12/2015,0,60,51
UK000056225,"OXFORD, UK",19/12/2015,0,56,53
UK000056225,"OXFORD, UK",20/12/2015,0.06,58,52
UK000056225,"OXFORD, UK",21/12/2015,0.02,58,44
UK000056225,"OXFORD, UK",22/12/2015,0.18,54,45
UK000056225,"OXFORD, UK",23/12/2015,0,53,45
UK000056225,"OXFORD, UK",24/12/2015,0.11,59,46
UK000056225,"OXFORD, UK",25/12/2015,0.1,60,39
UK000056225,"OXFORD, UK",26/12/2015,0.13,58,46
UK000056225,"OXFORD, UK",27/12/2015,0.02,56,53
UK000056225,"OXFORD, UK",28/12/2015,0,57,50
UK000056225,"OXFORD, UK",29/12/2015,0,57,48
UK000056225,"OXFORD, UK",30/12/2015,0.53,52,48
UK000056225,"OXFORD, UK",31/12/2015,0.17,54,42
UK000056225,"OXFORD, UK",01/01/2016,0.08,55,36
UK000056225,"OXFORD, UK",02/01/2016,0.17,49,39
UK000056225,"OXFORD, UK",03/01/2016,0.26,51,41
UK000056225,"OXFORD, UK",04/01/2016,0.12,48,42
UK000056225,"OXFORD, UK",05/01/2016,0.07,49,44
UK000056225,"OXFORD, UK",06/01/2016,0.2,50,44
UK000056225,"OXFORD, UK",07/01/2016,0.01,50,42
UK000056225,"OXFORD, UK",08/01/2016,0.56,51,34
UK000056225,"OXFORD, UK",09/01/2016,0.35,47,39
UK000056225,"OXFORD, UK",10/01/2016,0.53,44,41
UK000056225,"OXFORD, UK",11/01/2016,0.01,45,38
UK000056225,"OXFORD, UK",12/01/2016,0.11,45,38
UK000056225,"OXFORD, UK",13/01/2016,0.09,41,35
UK000056225,"OXFORD, UK",14/01/2016,0,42,35
UK000056225,"OXFORD, UK",15/01/2016,0,41,32
UK000056225,"OXFORD, UK",16/01/2016,0.16,41,29
UK000056225,"OXFORD, UK",17/01/2016,0.02,42,30
UK000056225,"OXFORD, UK",18/01/2016,0,39,34
UK000056225,"OXFORD, UK",19/01/2016,0,41,25
UK000056225,"OXFORD, UK",20/01/2016,0,46,23
UK000056225,"OXFORD, UK",21/01/2016,0.1,54,25
UK000056225,"OXFORD, UK",22/01/2016,0.15,56,37
UK000056225,"OXFORD, UK",23/01/2016,0.06,61,42
UK000056225,"OXFORD, UK",24/01/2016,0,57,41
UK000056225,"OXFORD, UK",25/01/2016,0,56,49
UK000056225,"OXFORD, UK",26/01/2016,0.13,57,42
UK000056225,"OXFORD, UK",27/01/2016,0.01,52,49
UK000056225,"OXFORD, UK",28/01/2016,0,53,36
UK000056225,"OXFORD, UK",29/01/2016,0.09,47,38
UK000056225,"OXFORD, UK",30/01/2016,0,55,42
UK000056225,"OXFORD, UK",31/01/2016,0.03,56,38
UK000056225,"OXFORD, UK",01/02/2016,0.01,50,42
UK000056225,"OXFORD, UK",02/02/2016,0,49,45
UK000056225,"OXFORD, UK",03/02/2016,0,57,36
UK000056225,"OXFORD, UK",04/02/2016,0,53,39
UK000056225,"OXFORD, UK",05/02/2016,0.16,53,48
UK000056225,"OXFORD, UK",06/02/2016,0.39,51,48
UK000056225,"OXFORD, UK",07/02/2016,0.5,48,39
UK000056225,"OXFORD, UK",08/02/2016,0.14,46,40
UK000056225,"OXFORD, UK",09/02/2016,0,48,37
UK000056225,"OXFORD, UK",10/02/2016,0,48,38
UK000056225,"OXFORD, UK",11/02/2016,0,46,29
UK000056225,"OXFORD, UK",12/02/2016,0,40,35
UK000056225,"OXFORD, UK",13/02/2016,0.09,43,36
UK000056225,"OXFORD, UK",14/02/2016,0,44,34
UK000056225,"OXFORD, UK",15/02/2016,0,45,31
UK000056225,"OXFORD, UK",16/02/2016,0,42,27
UK000056225,"OXFORD, UK",17/02/2016,0.48,47,33
UK000056225,"OXFORD, UK",18/02/2016,0,50,35
UK000056225,"OXFORD, UK",19/02/2016,0,53,32
UK000056225,"OXFORD, UK",20/02/2016,0.07,56,39
UK000056225,"OXFORD, UK",21/02/2016,0,49,49
UK000056225,"OXFORD, UK",22/02/2016,0,49,45
UK000056225,"OXFORD, UK",23/02/2016,0,45,37
UK000056225,"OXFORD, UK",24/02/2016,0,45,28
UK000056225,"OXFORD, UK",25/02/2016,0,47,29
UK000056225,"OXFORD, UK",26/02/2016,0,44,35
UK000056225,"OXFORD, UK",27/02/2016,0,46,36
UK000056225,"OXFORD, UK",28/02/2016,0,49,34
UK000056225,"OXFORD, UK",29/02/2016,0.04,56,30
UK000056225,"OXFORD, UK",01/03/2016,0.09,46,36
UK000056225,"OXFORD, UK",02/03/2016,0.07,49,37
UK000056225,"OXFORD, UK",03/03/2016,0.06,47,35
UK000056225,"OXFORD, UK",04/03/2016,0.1,47,33
UK000056225,"OXFORD, UK",05/03/2016,0.02,45,31
UK000056225,"OXFORD, UK",06/03/2016,0,46,31
UK000056225,"OXFORD, UK",07/03/2016,0,48,30
UK000056225,"OXFORD, UK",08/03/2016,1.12,45,28
UK000056225,"OXFORD, UK",09/03/2016,0.14,45,33
UK000056225,"OXFORD, UK",10/03/2016,0,50,40
UK000056225,"OXFORD, UK",11/03/2016,0,53,33
UK000056225,"OXFORD, UK",12/03/2016,0,51,33
UK000056225,"OXFORD, UK",13/03/2016,0,53,33
UK000056225,"OXFORD, UK",14/03/2016,0,48,35
UK000056225,"OXFORD, UK",15/03/2016,0.01,49,34
UK000056225,"OXFORD, UK",16/03/2016,0,51,42
UK000056225,"OXFORD, UK",17/03/2016,0,47,36
UK000056225,"OXFORD, UK",18/03/2016,0,47,33
UK000056225,"OXFORD, UK",19/03/2016,0,51,38
UK000056225,"OXFORD, UK",20/03/2016,0,52,38
UK000056225,"OXFORD, UK",21/03/2016,0,53,40
UK000056225,"OXFORD, UK",22/03/2016,0,49,32
UK000056225,"OXFORD, UK",23/03/2016,0,51,35
UK000056225,"OXFORD, UK",24/03/2016,0.38,60,40
UK000056225,"OXFORD, UK",25/03/2016,0,56,42
UK000056225,"OXFORD, UK",26/03/2016,0.17,53,43
UK000056225,"OXFORD, UK",27/03/2016,0.6,53,41
UK000056225,"OXFORD, UK",28/03/2016,0.02,53,37
UK000056225,"OXFORD, UK",29/03/2016,0.13,55,41
UK000056225,"OXFORD, UK",30/03/2016,0,55,38
UK000056225,"OXFORD, UK",31/03/2016,0,56,33
UK000056225,"OXFORD, UK",01/04/2016,0,59,36
UK000056225,"OXFORD, UK",02/04/2016,0.07,58,47
UK000056225,"OXFORD, UK",03/04/2016,0.16,53,44
UK000056225,"OXFORD, UK",04/04/2016,0.12,58,48
UK000056225,"OXFORD, UK",05/04/2016,0,55,41
